Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GR","Rice Cultivation","56","Dominican Republic","7225","Emissions (CH4)","27","Rice, paddy","2019","2019","3050","FAO TIER 1","kilotonnes","53.6471","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2010","2010","3050","FAO TIER 1","ha","60702","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2010","2010","3050","FAO TIER 1","kilotonnes","6.7986","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2011","2011","3050","FAO TIER 1","ha","60192","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2011","2011","3050","FAO TIER 1","kilotonnes","6.7415","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2012","2012","3050","FAO TIER 1","ha","60025","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2012","2012","3050","FAO TIER 1","kilotonnes","6.7228","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2013","2013","3050","FAO TIER 1","ha","58808","","Official data",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2013","2013","3050","FAO TIER 1","kilotonnes","6.5865","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2014","2014","3050","FAO TIER 1","ha","53714","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2014","2014","3050","FAO TIER 1","kilotonnes","6.016","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2015","2015","3050","FAO TIER 1","ha","51808","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2015","2015","3050","FAO TIER 1","kilotonnes","5.8025","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2016","2016","3050","FAO TIER 1","ha","58084","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2016","2016","3050","FAO TIER 1","kilotonnes","6.5054","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2017","2017","3050","FAO TIER 1","ha","67607","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2017","2017","3050","FAO TIER 1","kilotonnes","7.572","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2018","2018","3050","FAO TIER 1","ha","61315","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2018","2018","3050","FAO TIER 1","kilotonnes","6.8673","Fc","Calculated data",""
"GR","Rice Cultivation","93","Haiti","5312","Area harvested","27","Rice, paddy","2019","2019","3050","FAO TIER 1","ha","65007","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","93","Haiti","7225","Emissions (CH4)","27","Rice, paddy","2019","2019","3050","FAO TIER 1","kilotonnes","7.2808","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2010","2010","3050","FAO TIER 1","ha","56","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2010","2010","3050","FAO TIER 1","kilotonnes","0.0063","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2011","2011","3050","FAO TIER 1","ha","44","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2011","2011","3050","FAO TIER 1","kilotonnes","0.0049","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2012","2012","3050","FAO TIER 1","ha","61","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2012","2012","3050","FAO TIER 1","kilotonnes","0.0068","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2013","2013","3050","FAO TIER 1","ha","10","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2013","2013","3050","FAO TIER 1","kilotonnes","0.0011","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2014","2014","3050","FAO TIER 1","ha","6","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2014","2014","3050","FAO TIER 1","kilotonnes","0.0007","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2015","2015","3050","FAO TIER 1","ha","4","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2015","2015","3050","FAO TIER 1","kilotonnes","0.0004","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2016","2016","3050","FAO TIER 1","ha","3","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2016","2016","3050","FAO TIER 1","kilotonnes","0.0003","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2017","2017","3050","FAO TIER 1","ha","1","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2017","2017","3050","FAO TIER 1","kilotonnes","0.0001","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2018","2018","3050","FAO TIER 1","ha","0","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2018","2018","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GR","Rice Cultivation","109","Jamaica","5312","Area harvested","27","Rice, paddy","2019","2019","3050","FAO TIER 1","ha","1","","Official data",""
"GR","Rice Cultivation","109","Jamaica","7225","Emissions (CH4)","27","Rice, paddy","2019","2019","3050","FAO TIER 1","kilotonnes","0.0001","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2010","2010","3050","FAO TIER 1","ha","0","F","FAO estimate",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2010","2010","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2011","2011","3050","FAO TIER 1","ha","0","F","FAO estimate",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2011","2011","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2012","2012","3050","FAO TIER 1","ha","0","F","FAO estimate",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2012","2012","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2013","2013","3050","FAO TIER 1","ha","0","F","FAO estimate",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2013","2013","3050","FAO TIER 1","kilotonnes","0","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2014","2014","3050","FAO TIER 1","ha","25","","Official data",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2014","2014","3050","FAO TIER 1","kilotonnes","0.0053","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2015","2015","3050","FAO TIER 1","ha","98","","Official data",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2015","2015","3050","FAO TIER 1","kilotonnes","0.0206","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2016","2016","3050","FAO TIER 1","ha","95","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2016","2016","3050","FAO TIER 1","kilotonnes","0.02","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2017","2017","3050","FAO TIER 1","ha","77","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2017","2017","3050","FAO TIER 1","kilotonnes","0.0162","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2018","2018","3050","FAO TIER 1","ha","62","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2018","2018","3050","FAO TIER 1","kilotonnes","0.013","Fc","Calculated data",""
"GR","Rice Cultivation","177","Puerto Rico","5312","Area harvested","27","Rice, paddy","2019","2019","3050","FAO TIER 1","ha","52","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","177","Puerto Rico","7225","Emissions (CH4)","27","Rice, paddy","2019","2019","3050","FAO TIER 1","kilotonnes","0.0109","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2010","2010","3050","FAO TIER 1","ha","1982","","Official data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2010","2010","3050","FAO TIER 1","kilotonnes","0.2497","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2011","2011","3050","FAO TIER 1","ha","2335","","Official data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2011","2011","3050","FAO TIER 1","kilotonnes","0.2942","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2012","2012","3050","FAO TIER 1","ha","2420","","Official data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2012","2012","3050","FAO TIER 1","kilotonnes","0.3049","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2013","2013","3050","FAO TIER 1","ha","2507","","Official data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2013","2013","3050","FAO TIER 1","kilotonnes","0.3159","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2014","2014","3050","FAO TIER 1","ha","3320","","Official data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2014","2014","3050","FAO TIER 1","kilotonnes","0.4183","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2015","2015","3050","FAO TIER 1","ha","3321","","Official data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2015","2015","3050","FAO TIER 1","kilotonnes","0.4184","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2016","2016","3050","FAO TIER 1","ha","2079","","Official data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2016","2016","3050","FAO TIER 1","kilotonnes","0.262","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2017","2017","3050","FAO TIER 1","ha","1420","","Official data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2017","2017","3050","FAO TIER 1","kilotonnes","0.1789","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2018","2018","3050","FAO TIER 1","ha","702","Im","FAO data based on imputation methodology",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2018","2018","3050","FAO TIER 1","kilotonnes","0.0885","Fc","Calculated data",""
"GR","Rice Cultivation","220","Trinidad and Tobago","5312","Area harvested","27","Rice, paddy","2019","2019","3050","FAO TIER 1","ha","2000","*","Unofficial figure",""
"GR","Rice Cultivation","220","Trinidad and Tobago","7225","Emissions (CH4)","27","Rice, paddy","2019","2019","3050","FAO TIER 1","kilotonnes","0.252","Fc","Calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2010","2010","3050","FAO TIER 1","ha","417599","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2010","2010","3050","FAO TIER 1","kilotonnes","105.4159","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2011","2011","3050","FAO TIER 1","ha","445355","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2011","2011","3050","FAO TIER 1","kilotonnes","113.2416","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2012","2012","3050","FAO TIER 1","ha","426117","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2012","2012","3050","FAO TIER 1","kilotonnes","107.9446","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2013","2013","3050","FAO TIER 1","ha","419518","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2013","2013","3050","FAO TIER 1","kilotonnes","106.2995","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2014","2014","3050","FAO TIER 1","ha","391794","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2014","2014","3050","FAO TIER 1","kilotonnes","99.2507","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2015","2015","3050","FAO TIER 1","ha","326820","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2015","2015","3050","FAO TIER 1","kilotonnes","81.3941","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2016","2016","3050","FAO TIER 1","ha","364463","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2016","2016","3050","FAO TIER 1","kilotonnes","91.0448","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2017","2017","3050","FAO TIER 1","ha","355850","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2017","2017","3050","FAO TIER 1","kilotonnes","87.0792","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2018","2018","3050","FAO TIER 1","ha","388399","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2018","2018","3050","FAO TIER 1","kilotonnes","97.2598","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","5312","Area harvested","27","Rice, paddy","2019","2019","3050","FAO TIER 1","ha","370969","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GR","Rice Cultivation","5206","Caribbean","7225","Emissions (CH4)","27","Rice, paddy","2019","2019","3050","FAO TIER 1","kilotonnes","91.5435","A","Aggregate, may include official, semi-official, estimated or calculated data",""
